Weapon1,Weapon2,Material1,Material2,Hypothesis,Total Cells,Matching Cells,Type1,Type2
a7941599a3,a7941599a3,Nickel,Brass,1,24,5,125b,125b
53b447cf40,53b447cf40,Nickel,Nickel,1,28,2,125b,125b
53b447cf40,53b447cf40,Nickel,Nickel,1,23,2,125b,125b
7f3b7d60f8,7f3b7d60f8,Nickel,Brass,1,26,1,125b,125b
7f3b7d60f8,7f3b7d60f8,Brass,Nickel,1,12,0,125b,125b
a80b46b6d1,a80b46b6d1,Brass,Brass,1,12,0,125b,125b
a80b46b6d1,a80b46b6d1,Brass,Brass,1,23,1,125b,125b
1f1cc95695,1f1cc95695,Nickel,Brass,1,16,8,125b,125b
1f1cc95695,1f1cc95695,Brass,Nickel,1,20,11,125b,125b
49edeab9eb,49edeab9eb,Nickel,Nickel,1,13,3,125b,125b
49edeab9eb,49edeab9eb,Nickel,Nickel,1,14,6,125b,125b
1ed3442cfa,1ed3442cfa,Nickel,Nickel,1,18,9,125b,125b
1ed3442cfa,1ed3442cfa,Nickel,Nickel,1,19,7,125b,125b
386dbcc899,386dbcc899,Brass,Nickel,1,20,4,125b,125b
386dbcc899,386dbcc899,Nickel,Brass,1,21,4,125b,125b
9749f4949a,9749f4949a,Brass,Brass,1,17,2,125b,125b
9749f4949a,9749f4949a,Brass,Brass,1,16,2,125b,125b
e6b0884c5f,e6b0884c5f,Brass,Brass,1,24,2,125b,125b
e6b0884c5f,e6b0884c5f,Brass,Brass,1,20,4,125b,125b
797ececd4d,797ececd4d,Brass,Brass,1,16,7,125b,125b
797ececd4d,797ececd4d,Brass,Brass,1,17,8,125b,125b
53e96a3c39,53e96a3c39,Nickel,Brass,1,26,3,125b,125b
53e96a3c39,53e96a3c39,Brass,Nickel,1,30,5,125b,125b
db4804f266,db4804f266,Nickel,Nickel,1,26,8,125b,125b
db4804f266,db4804f266,Nickel,Nickel,1,23,6,125b,125b
ea5653bbfb,ea5653bbfb,Brass,Brass,1,26,0,125b,125b
ea5653bbfb,ea5653bbfb,Brass,Brass,1,23,1,125b,125b
650f711e0f,650f711e0f,Brass,Nickel,1,26,2,125b,125b
650f711e0f,650f711e0f,Nickel,Brass,1,23,2,125b,125b
ae9b0acf0b,ae9b0acf0b,Nickel,Nickel,1,16,8,125b,125b
ae9b0acf0b,ae9b0acf0b,Nickel,Nickel,1,26,9,125b,125b
485d8c99eb,485d8c99eb,Nickel,Brass,1,26,15,125b,125b
485d8c99eb,485d8c99eb,Brass,Nickel,1,24,16,125b,125b
0e45ff7118,0e45ff7118,Nickel,Brass,1,23,4,125b,125b
0e45ff7118,0e45ff7118,Brass,Nickel,1,16,4,125b,125b
ff11e3e39e,ff11e3e39e,Brass,Nickel,1,25,6,125b,125b
ff11e3e39e,ff11e3e39e,Nickel,Brass,1,26,3,125b,125b
93ac97b997,93ac97b997,Brass,Nickel,1,28,10,125b,125b
93ac97b997,93ac97b997,Nickel,Brass,1,25,10,125b,125b
0d991a198f,0d991a198f,Nickel,Nickel,1,24,7,125b,125b
0d991a198f,0d991a198f,Nickel,Nickel,1,26,6,125b,125b
0705af84e4,0705af84e4,Brass,Brass,1,20,3,125b,125b
0705af84e4,0705af84e4,Brass,Brass,1,27,2,125b,125b
ef6e69bd41,ef6e69bd41,Brass,Nickel,1,18,5,125b,125b
ef6e69bd41,ef6e69bd41,Nickel,Brass,1,30,7,125b,125b
cc6c455419,cc6c455419,Nickel,Brass,1,26,4,125b,125b
cc6c455419,cc6c455419,Brass,Nickel,1,14,1,125b,125b
b4ecec09f7,b4ecec09f7,Brass,Brass,1,20,1,125b,125b
b4ecec09f7,b4ecec09f7,Brass,Brass,1,20,2,125b,125b
bd89ab2453,bd89ab2453,Nickel,Brass,1,16,3,125b,125b
bd89ab2453,bd89ab2453,Brass,Nickel,1,20,2,125b,125b
cf5e3428c6,cf5e3428c6,Nickel,Brass,1,26,1,125b,125b
cf5e3428c6,cf5e3428c6,Brass,Nickel,1,20,2,125b,125b
5c05f057df,5c05f057df,Brass,Brass,1,18,1,125b,125b
5c05f057df,5c05f057df,Brass,Brass,1,16,1,125b,125b
024453ba54,024453ba54,Nickel,Nickel,1,16,9,125b,125b
024453ba54,024453ba54,Nickel,Nickel,1,15,12,125b,125b
f9063e2a6e,f9063e2a6e,Nickel,Brass,1,20,13,125b,125b
f9063e2a6e,f9063e2a6e,Brass,Nickel,1,16,11,125b,125b
a83feb1bb6,a83feb1bb6,Nickel,Brass,1,30,2,125b,125b
a83feb1bb6,a83feb1bb6,Brass,Nickel,1,25,1,125b,125b
1291cd55cd,1291cd55cd,Nickel,Brass,1,26,7,125b,125b
1291cd55cd,1291cd55cd,Brass,Nickel,1,26,7,125b,125b
4e948bf40f,4e948bf40f,Brass,Nickel,1,26,3,125b,125b
4e948bf40f,4e948bf40f,Nickel,Brass,1,23,2,125b,125b
c0355dcdaa,c0355dcdaa,Nickel,Nickel,1,20,5,125b,125b
c0355dcdaa,c0355dcdaa,Nickel,Nickel,1,21,4,125b,125b
f20719359c,f20719359c,Brass,Brass,1,19,2,125b,125b
f20719359c,f20719359c,Brass,Brass,1,20,2,125b,125b
ff7d167ca0,ff7d167ca0,Brass,Brass,1,26,6,125b,125b
ff7d167ca0,ff7d167ca0,Brass,Brass,1,26,4,125b,125b
4e0193ff9e,4e0193ff9e,Brass,Nickel,1,20,1,125b,125b
4e0193ff9e,4e0193ff9e,Nickel,Brass,1,27,2,125b,125b
9b00c4c264,9b00c4c264,Brass,Nickel,1,7,0,125b,125b
9b00c4c264,9b00c4c264,Nickel,Brass,1,12,0,125b,125b
6fe84404dd,6fe84404dd,Nickel,Nickel,1,16,4,125b,125b
6fe84404dd,6fe84404dd,Nickel,Nickel,1,26,7,125b,125b
2d95605114,2d95605114,Brass,Brass,1,40,24,fcc2,fcc2
2d95605114,2d95605114,Brass,Brass,1,43,23,fcc2,fcc2
84106ae247,84106ae247,Nickel,Nickel,1,48,26,fcc2,fcc2
84106ae247,84106ae247,Nickel,Nickel,1,51,26,fcc2,fcc2
eb358a4d60,eb358a4d60,Brass,Brass,1,28,12,fcc2,fcc2
eb358a4d60,eb358a4d60,Brass,Brass,1,29,10,fcc2,fcc2
dc441ada9f,dc441ada9f,Nickel,Nickel,1,50,19,fcc2,fcc2
dc441ada9f,dc441ada9f,Nickel,Nickel,1,47,17,fcc2,fcc2
5d25cd3446,5d25cd3446,Nickel,Nickel,1,34,24,fcc2,fcc2
5d25cd3446,5d25cd3446,Nickel,Nickel,1,42,23,fcc2,fcc2
5b23b59131,5b23b59131,Brass,Brass,1,44,2,fcc2,fcc2
5b23b59131,5b23b59131,Brass,Brass,1,31,2,fcc2,fcc2
a672c8a1fa,a672c8a1fa,Nickel,Brass,1,47,10,fcc2,fcc2
a672c8a1fa,a672c8a1fa,Brass,Nickel,1,34,13,fcc2,fcc2
247918f662,247918f662,Brass,Nickel,1,34,2,fcc2,fcc2
247918f662,247918f662,Nickel,Brass,1,44,2,fcc2,fcc2
55353f0163,55353f0163,Nickel,Nickel,1,49,5,fcc2,fcc2
55353f0163,55353f0163,Nickel,Nickel,1,56,6,fcc2,fcc2
dc7048e78d,dc7048e78d,Brass,Brass,1,30,28,2031,2031
dc7048e78d,dc7048e78d,Brass,Brass,1,29,28,2031,2031
452fe434c6,452fe434c6,Brass,Brass,1,33,19,2031,2031
452fe434c6,452fe434c6,Brass,Brass,1,30,17,2031,2031
4ff62edaf2,4ff62edaf2,Brass,Brass,1,30,24,2031,2031
4ff62edaf2,4ff62edaf2,Brass,Brass,1,30,24,2031,2031
486a559005,486a559005,Brass,Brass,1,30,20,2031,2031
486a559005,486a559005,Brass,Brass,1,27,19,2031,2031
fd7f2ac2e6,fd7f2ac2e6,Nickel,Nickel,1,28,15,2031,2031
fd7f2ac2e6,fd7f2ac2e6,Nickel,Nickel,1,20,16,2031,2031
1ac0b9ee83,1ac0b9ee83,Nickel,Nickel,1,26,19,2031,2031
1ac0b9ee83,1ac0b9ee83,Nickel,Nickel,1,22,15,2031,2031
054ff5af96,054ff5af96,Nickel,Nickel,1,30,23,2031,2031
054ff5af96,054ff5af96,Nickel,Nickel,1,31,25,2031,2031
092733cb5a,092733cb5a,Nickel,Nickel,1,30,13,2031,2031
092733cb5a,092733cb5a,Nickel,Nickel,1,38,14,2031,2031
9832ccda19,9832ccda19,Nickel,Nickel,1,32,22,2031,2031
9832ccda19,9832ccda19,Nickel,Nickel,1,31,20,2031,2031
8fcc8bc062,8fcc8bc062,Nickel,Nickel,1,31,21,2031,2031
8fcc8bc062,8fcc8bc062,Nickel,Nickel,1,34,21,2031,2031
3c6c3fb874,3c6c3fb874,Nickel,Nickel,1,31,27,2031,2031
3c6c3fb874,3c6c3fb874,Nickel,Nickel,1,32,28,2031,2031
0b6d07de40,0b6d07de40,Nickel,Nickel,1,28,12,2031,2031
0b6d07de40,0b6d07de40,Nickel,Nickel,1,26,11,2031,2031
c302315eb4,c302315eb4,Nickel,Nickel,1,28,6,2031,2031
c302315eb4,c302315eb4,Nickel,Nickel,1,36,10,2031,2031
fc0d927e25,fc0d927e25,Nickel,Nickel,1,22,10,2031,2031
fc0d927e25,fc0d927e25,Nickel,Nickel,1,22,7,2031,2031
c19c27cb07,c19c27cb07,Nickel,Nickel,1,23,14,2031,2031
c19c27cb07,c19c27cb07,Nickel,Nickel,1,23,15,2031,2031
e71cf87e3f,e71cf87e3f,Nickel,Nickel,1,27,9,2031,2031
e71cf87e3f,e71cf87e3f,Nickel,Nickel,1,30,6,2031,2031
672522b8fb,672522b8fb,Nickel,Nickel,1,26,15,2031,2031
672522b8fb,672522b8fb,Nickel,Nickel,1,23,15,2031,2031
7eb73b69a2,7eb73b69a2,Nickel,Nickel,1,16,12,2031,2031
7eb73b69a2,7eb73b69a2,Nickel,Nickel,1,23,14,2031,2031
bc56fea035,bc56fea035,Nickel,Nickel,1,25,11,2031,2031
bc56fea035,bc56fea035,Nickel,Nickel,1,21,10,2031,2031
000bd1f7d6,000bd1f7d6,Nickel,Nickel,1,26,20,2031,2031
000bd1f7d6,000bd1f7d6,Nickel,Nickel,1,31,18,2031,2031
1295bd8b15,1295bd8b15,Nickel,Nickel,1,29,21,2031,2031
1295bd8b15,1295bd8b15,Nickel,Nickel,1,31,19,2031,2031
72d8d7fb65,72d8d7fb65,Nickel,Nickel,1,36,15,2031,2031
72d8d7fb65,72d8d7fb65,Nickel,Nickel,1,27,9,2031,2031
9086d2ca3d,9086d2ca3d,Nickel,Nickel,1,29,25,2031,2031
9086d2ca3d,9086d2ca3d,Nickel,Nickel,1,28,21,2031,2031
f69a2be66d,f69a2be66d,Nickel,Nickel,1,30,14,2031,2031
f69a2be66d,f69a2be66d,Nickel,Nickel,1,29,13,2031,2031
75bfb64db5,75bfb64db5,Nickel,Nickel,1,37,35,2031,2031
75bfb64db5,75bfb64db5,Nickel,Nickel,1,41,34,2031,2031
55fd02a3a3,55fd02a3a3,Nickel,Nickel,1,30,26,2031,2031
55fd02a3a3,55fd02a3a3,Nickel,Nickel,1,30,25,2031,2031
76bc55555d,76bc55555d,Nickel,Nickel,1,30,20,2031,2031
76bc55555d,76bc55555d,Nickel,Nickel,1,37,24,2031,2031
d0c419dc2a,d0c419dc2a,Nickel,Nickel,1,28,19,2031,2031
d0c419dc2a,d0c419dc2a,Nickel,Nickel,1,36,22,2031,2031
80bcb3c703,80bcb3c703,Nickel,Nickel,1,30,21,2031,2031
80bcb3c703,80bcb3c703,Nickel,Nickel,1,30,25,2031,2031
52c142c7bd,52c142c7bd,Nickel,Nickel,1,32,19,2031,2031
52c142c7bd,52c142c7bd,Nickel,Nickel,1,38,23,2031,2031
2a0f185304,2a0f185304,Nickel,Nickel,1,27,22,2031,2031
2a0f185304,2a0f185304,Nickel,Nickel,1,28,21,2031,2031
512f9bd0df,512f9bd0df,Nickel,Nickel,1,26,7,2031,2031
512f9bd0df,512f9bd0df,Nickel,Nickel,1,26,5,2031,2031
7b1e989c2c,7b1e989c2c,Nickel,Nickel,1,27,19,2031,2031
7b1e989c2c,7b1e989c2c,Nickel,Nickel,1,20,17,2031,2031
0944c67931,0944c67931,Nickel,Nickel,1,23,18,2031,2031
0944c67931,0944c67931,Nickel,Nickel,1,23,19,2031,2031
379096979e,379096979e,Nickel,Nickel,1,27,25,2031,2031
379096979e,379096979e,Nickel,Nickel,1,28,22,2031,2031
f15352c9a3,f15352c9a3,Nickel,Nickel,1,27,9,2031,2031
f15352c9a3,f15352c9a3,Nickel,Nickel,1,24,10,2031,2031
dcfbf378b9,dcfbf378b9,Nickel,Nickel,1,25,12,2031,2031
dcfbf378b9,dcfbf378b9,Nickel,Nickel,1,21,10,2031,2031
f72e62ea03,f72e62ea03,Nickel,Nickel,1,26,17,2031,2031
f72e62ea03,f72e62ea03,Nickel,Nickel,1,26,21,2031,2031
71040c4c03,71040c4c03,Nickel,Nickel,1,28,21,2031,2031
71040c4c03,71040c4c03,Nickel,Nickel,1,24,20,2031,2031
5c8c161eef,5c8c161eef,Nickel,Nickel,1,20,8,2031,2031
5c8c161eef,5c8c161eef,Nickel,Nickel,1,28,8,2031,2031
9d7f209b46,9d7f209b46,Nickel,Nickel,1,27,15,2031,2031
9d7f209b46,9d7f209b46,Nickel,Nickel,1,26,16,2031,2031
1a032b03d2,1a032b03d2,Nickel,Nickel,1,22,9,2031,2031
1a032b03d2,1a032b03d2,Nickel,Nickel,1,25,10,2031,2031
b57ed88804,b57ed88804,Nickel,Nickel,1,21,14,2031,2031
b57ed88804,b57ed88804,Nickel,Nickel,1,22,15,2031,2031
06d8edc437,06d8edc437,Nickel,Nickel,1,26,16,2031,2031
06d8edc437,06d8edc437,Nickel,Nickel,1,26,17,2031,2031
934c7e7ee4,934c7e7ee4,Nickel,Nickel,1,27,6,2031,2031
934c7e7ee4,934c7e7ee4,Nickel,Nickel,1,19,4,2031,2031
0e0feebe70,0e0feebe70,Nickel,Nickel,1,20,9,2031,2031
0e0feebe70,0e0feebe70,Nickel,Nickel,1,23,8,2031,2031
dd03adbec2,dd03adbec2,Nickel,Nickel,1,24,15,2031,2031
dd03adbec2,dd03adbec2,Nickel,Nickel,1,30,19,2031,2031
85f0782ccf,85f0782ccf,Nickel,Nickel,1,26,16,2031,2031
85f0782ccf,85f0782ccf,Nickel,Nickel,1,31,20,2031,2031
6bfca4ee41,6bfca4ee41,Nickel,Nickel,1,30,8,2031,2031
6bfca4ee41,6bfca4ee41,Nickel,Nickel,1,39,9,2031,2031
afc3fcfde9,afc3fcfde9,Nickel,Nickel,1,23,16,2031,2031
afc3fcfde9,afc3fcfde9,Nickel,Nickel,1,23,17,2031,2031
b3ac369bf4,b3ac369bf4,Nickel,Nickel,1,31,18,2031,2031
b3ac369bf4,b3ac369bf4,Nickel,Nickel,1,30,14,2031,2031
38ef822a2c,38ef822a2c,Nickel,Nickel,1,28,13,2031,2031
38ef822a2c,38ef822a2c,Nickel,Nickel,1,20,12,2031,2031
0dd2c0579c,0dd2c0579c,Nickel,Nickel,1,29,13,2031,2031
0dd2c0579c,0dd2c0579c,Nickel,Nickel,1,24,13,2031,2031
7a7123d9a8,7a7123d9a8,Nickel,Nickel,1,23,6,2031,2031
7a7123d9a8,7a7123d9a8,Nickel,Nickel,1,25,6,2031,2031
405e6fb3cc,405e6fb3cc,Nickel,Nickel,1,28,10,2031,2031
405e6fb3cc,405e6fb3cc,Nickel,Nickel,1,24,10,2031,2031
fc45467ffe,fc45467ffe,Nickel,Nickel,1,30,9,2031,2031
fc45467ffe,fc45467ffe,Nickel,Nickel,1,31,9,2031,2031
d315d706a0,d315d706a0,Nickel,Nickel,1,30,15,2031,2031
d315d706a0,d315d706a0,Nickel,Nickel,1,30,14,2031,2031
382bf71e67,382bf71e67,Nickel,Nickel,1,30,17,2031,2031
382bf71e67,382bf71e67,Nickel,Nickel,1,30,15,2031,2031
a987dc8828,a987dc8828,Nickel,Nickel,1,21,4,2031,2031
a987dc8828,a987dc8828,Nickel,Nickel,1,22,4,2031,2031
21394e4025,21394e4025,Nickel,Nickel,1,28,18,2031,2031
21394e4025,21394e4025,Nickel,Nickel,1,30,21,2031,2031
694b397ab7,694b397ab7,Nickel,Nickel,1,31,26,2031,2031
694b397ab7,694b397ab7,Nickel,Nickel,1,31,26,2031,2031
e94f036fc5,e94f036fc5,Nickel,Nickel,1,30,10,2031,2031
e94f036fc5,e94f036fc5,Nickel,Nickel,1,23,6,2031,2031
5bd399d4e4,5bd399d4e4,Nickel,Nickel,1,23,13,2031,2031
5bd399d4e4,5bd399d4e4,Nickel,Nickel,1,30,17,2031,2031
47e4c51fd8,47e4c51fd8,Nickel,Nickel,1,31,10,2031,2031
47e4c51fd8,47e4c51fd8,Nickel,Nickel,1,32,7,2031,2031
ebeb95ffcb,ebeb95ffcb,Nickel,Nickel,1,26,2,2031,2031
ebeb95ffcb,ebeb95ffcb,Nickel,Nickel,1,28,1,2031,2031
569775ec18,569775ec18,Nickel,Nickel,1,35,29,2031,2031
569775ec18,569775ec18,Nickel,Nickel,1,34,26,2031,2031
54d134167c,54d134167c,Nickel,Nickel,1,33,27,2031,2031
54d134167c,54d134167c,Nickel,Nickel,1,26,20,2031,2031
c720426380,c720426380,Nickel,Nickel,1,33,32,2031,2031
c720426380,c720426380,Nickel,Nickel,1,33,28,2031,2031
9ff60e1226,9ff60e1226,Nickel,Nickel,1,36,14,2031,2031
9ff60e1226,9ff60e1226,Nickel,Nickel,1,34,14,2031,2031
ee894fa40f,ee894fa40f,Nickel,Nickel,1,38,25,2031,2031
ee894fa40f,ee894fa40f,Nickel,Nickel,1,30,21,2031,2031
a48a726321,a48a726321,Nickel,Nickel,1,30,17,2031,2031
a48a726321,a48a726321,Nickel,Nickel,1,28,20,2031,2031
f211826ef9,f211826ef9,Nickel,Nickel,1,29,23,2031,2031
f211826ef9,f211826ef9,Nickel,Nickel,1,29,24,2031,2031
376243150e,376243150e,Nickel,Nickel,1,31,25,2031,2031
376243150e,376243150e,Nickel,Nickel,1,32,23,2031,2031
6b19906af4,6b19906af4,Nickel,Nickel,1,28,2,2031,2031
6b19906af4,6b19906af4,Nickel,Nickel,1,32,6,2031,2031
02947d29e4,02947d29e4,Nickel,Nickel,1,30,22,2031,2031
02947d29e4,02947d29e4,Nickel,Nickel,1,31,22,2031,2031
c047f7f88c,c047f7f88c,Nickel,Nickel,1,30,17,2031,2031
c047f7f88c,c047f7f88c,Nickel,Nickel,1,24,14,2031,2031
20687884b3,20687884b3,Nickel,Nickel,1,30,13,2031,2031
20687884b3,20687884b3,Nickel,Nickel,1,34,16,2031,2031
ea393512aa,ea393512aa,Nickel,Nickel,1,36,18,2031,2031
ea393512aa,ea393512aa,Nickel,Nickel,1,29,15,2031,2031
ce9f2741f9,ce9f2741f9,Nickel,Nickel,1,36,24,2031,2031
ce9f2741f9,ce9f2741f9,Nickel,Nickel,1,31,22,2031,2031
cf64a06a77,cf64a06a77,Nickel,Nickel,1,31,9,2031,2031
cf64a06a77,cf64a06a77,Nickel,Nickel,1,23,6,2031,2031
e8858205ce,e8858205ce,Nickel,Nickel,1,38,25,2031,2031
e8858205ce,e8858205ce,Nickel,Nickel,1,37,25,2031,2031
3dfe78c9f1,3dfe78c9f1,Nickel,Nickel,1,27,16,2031,2031
3dfe78c9f1,3dfe78c9f1,Nickel,Nickel,1,30,13,2031,2031
013b07f331,013b07f331,Nickel,Nickel,1,30,15,2031,2031
013b07f331,013b07f331,Nickel,Nickel,1,35,18,2031,2031
afed40ee94,afed40ee94,Nickel,Nickel,1,30,3,2031,2031
afed40ee94,afed40ee94,Nickel,Nickel,1,30,6,2031,2031
e86c75e79f,e86c75e79f,Nickel,Nickel,1,30,10,2031,2031
e86c75e79f,e86c75e79f,Nickel,Nickel,1,30,11,2031,2031
d524f12768,d524f12768,Nickel,Nickel,1,16,11,85b3,85b3
d524f12768,d524f12768,Nickel,Nickel,1,17,14,85b3,85b3
1dcecfe7ef,1dcecfe7ef,Nickel,Nickel,1,18,14,85b3,85b3
1dcecfe7ef,1dcecfe7ef,Nickel,Nickel,1,17,13,85b3,85b3
e1d10c4c9a,e1d10c4c9a,Brass,Brass,1,20,15,85b3,85b3
e1d10c4c9a,e1d10c4c9a,Brass,Brass,1,21,15,85b3,85b3
328b732c85,328b732c85,Brass,Brass,1,18,8,85b3,85b3
328b732c85,328b732c85,Brass,Brass,1,18,5,85b3,85b3
5f8cdc8a2c,5f8cdc8a2c,Brass,Brass,1,22,7,85b3,85b3
5f8cdc8a2c,5f8cdc8a2c,Brass,Brass,1,16,4,85b3,85b3
1a77ba21c8,1a77ba21c8,Brass,Brass,1,19,2,85b3,85b3
1a77ba21c8,1a77ba21c8,Brass,Brass,1,17,1,85b3,85b3
3da10d4195,3da10d4195,Brass,Brass,1,17,17,85b3,85b3
3da10d4195,3da10d4195,Brass,Brass,1,18,18,85b3,85b3
d632324bc2,d632324bc2,Brass,Brass,1,17,13,85b3,85b3
d632324bc2,d632324bc2,Brass,Brass,1,19,13,85b3,85b3
8c30b73ef2,8c30b73ef2,Brass,Brass,1,16,14,85b3,85b3
8c30b73ef2,8c30b73ef2,Brass,Brass,1,16,14,85b3,85b3
373add11f4,373add11f4,Brass,Brass,1,18,5,85b3,85b3
373add11f4,373add11f4,Brass,Brass,1,19,4,85b3,85b3
a98af1afc1,a98af1afc1,Nickel,Nickel,1,30,20,85b3,85b3
a98af1afc1,a98af1afc1,Nickel,Nickel,1,21,18,85b3,85b3
b2ac88cab3,b2ac88cab3,Nickel,Nickel,1,33,17,85b3,85b3
b2ac88cab3,b2ac88cab3,Nickel,Nickel,1,24,15,85b3,85b3
ff784e569a,ff784e569a,Nickel,Nickel,1,27,17,85b3,85b3
ff784e569a,ff784e569a,Nickel,Nickel,1,27,18,85b3,85b3
2ad6fa1901,2ad6fa1901,Nickel,Nickel,1,17,13,85b3,85b3
2ad6fa1901,2ad6fa1901,Nickel,Nickel,1,22,15,85b3,85b3
546b9ba3f1,546b9ba3f1,Nickel,Nickel,1,17,7,85b3,85b3
546b9ba3f1,546b9ba3f1,Nickel,Nickel,1,19,9,85b3,85b3
6c50e883ee,6c50e883ee,Nickel,Nickel,1,20,8,85b3,85b3
6c50e883ee,6c50e883ee,Nickel,Nickel,1,24,10,85b3,85b3
2aa81964c7,2aa81964c7,Nickel,Nickel,1,25,17,85b3,85b3
2aa81964c7,2aa81964c7,Nickel,Nickel,1,18,10,85b3,85b3
5a6aa9ab25,5a6aa9ab25,Nickel,Nickel,1,25,10,85b3,85b3
5a6aa9ab25,5a6aa9ab25,Nickel,Nickel,1,23,9,85b3,85b3
f98663d2ba,f98663d2ba,Nickel,Nickel,1,27,23,85b3,85b3
f98663d2ba,f98663d2ba,Nickel,Nickel,1,20,20,85b3,85b3
5c81b32c3f,5c81b32c3f,Nickel,Nickel,1,21,15,85b3,85b3
5c81b32c3f,5c81b32c3f,Nickel,Nickel,1,19,16,85b3,85b3
a997b02036,a997b02036,Nickel,Nickel,1,21,13,85b3,85b3
a997b02036,a997b02036,Nickel,Nickel,1,20,10,85b3,85b3
a6a6430417,a6a6430417,Nickel,Nickel,1,20,18,85b3,85b3
a6a6430417,a6a6430417,Nickel,Nickel,1,19,16,85b3,85b3
0d8bfd3c4c,0d8bfd3c4c,Nickel,Nickel,1,34,8,85b3,85b3
0d8bfd3c4c,0d8bfd3c4c,Nickel,Nickel,1,25,5,85b3,85b3
751a1cd382,751a1cd382,Nickel,Nickel,1,20,9,85b3,85b3
751a1cd382,751a1cd382,Nickel,Nickel,1,13,9,85b3,85b3
f47d364427,f47d364427,Nickel,Nickel,1,27,23,85b3,85b3
f47d364427,f47d364427,Nickel,Nickel,1,27,22,85b3,85b3
c8cf7b0a72,c8cf7b0a72,Nickel,Nickel,1,21,16,85b3,85b3
c8cf7b0a72,c8cf7b0a72,Nickel,Nickel,1,23,13,85b3,85b3
c28d051c91,c28d051c91,Nickel,Nickel,1,21,17,85b3,85b3
c28d051c91,c28d051c91,Nickel,Nickel,1,19,16,85b3,85b3
9c87493e72,9c87493e72,Nickel,Nickel,1,22,3,85b3,85b3
9c87493e72,9c87493e72,Nickel,Nickel,1,23,7,85b3,85b3
dcee693588,dcee693588,Nickel,Nickel,1,26,17,85b3,85b3
dcee693588,dcee693588,Nickel,Nickel,1,22,18,85b3,85b3
bf39a74355,bf39a74355,Nickel,Nickel,1,32,21,85b3,85b3
bf39a74355,bf39a74355,Nickel,Nickel,1,24,17,85b3,85b3
f32a57a32f,f32a57a32f,Nickel,Nickel,1,18,13,85b3,85b3
f32a57a32f,f32a57a32f,Nickel,Nickel,1,15,13,85b3,85b3
bbc3c2b96b,bbc3c2b96b,Nickel,Nickel,1,28,19,85b3,85b3
bbc3c2b96b,bbc3c2b96b,Nickel,Nickel,1,26,19,85b3,85b3
40e74c90c9,40e74c90c9,Nickel,Nickel,1,21,4,85b3,85b3
40e74c90c9,40e74c90c9,Nickel,Nickel,1,16,6,85b3,85b3
bd9ba9bfd9,bd9ba9bfd9,Nickel,Nickel,1,30,14,85b3,85b3
bd9ba9bfd9,bd9ba9bfd9,Nickel,Nickel,1,31,12,85b3,85b3
1663c245ae,1663c245ae,Nickel,Nickel,1,22,8,85b3,85b3
1663c245ae,1663c245ae,Nickel,Nickel,1,35,9,85b3,85b3
5def1e2408,5def1e2408,Nickel,Nickel,1,28,12,85b3,85b3
5def1e2408,5def1e2408,Nickel,Nickel,1,19,17,85b3,85b3
39199f2515,39199f2515,Nickel,Nickel,1,24,7,85b3,85b3
39199f2515,39199f2515,Nickel,Nickel,1,16,8,85b3,85b3
972205bb88,972205bb88,Nickel,Nickel,1,30,17,85b3,85b3
972205bb88,972205bb88,Nickel,Nickel,1,24,13,85b3,85b3
2854182fd8,2854182fd8,Nickel,Nickel,1,27,17,85b3,85b3
2854182fd8,2854182fd8,Nickel,Nickel,1,27,16,85b3,85b3
d6a27920cc,d6a27920cc,Nickel,Nickel,1,36,14,85b3,85b3
d6a27920cc,d6a27920cc,Nickel,Nickel,1,28,12,85b3,85b3
f7d102c093,f7d102c093,Nickel,Nickel,1,26,11,85b3,85b3
f7d102c093,f7d102c093,Nickel,Nickel,1,24,10,85b3,85b3
674b436f3a,674b436f3a,Nickel,Nickel,1,21,7,85b3,85b3
674b436f3a,674b436f3a,Nickel,Nickel,1,27,8,85b3,85b3
10a29edc60,10a29edc60,Nickel,Nickel,1,22,9,85b3,85b3
10a29edc60,10a29edc60,Nickel,Nickel,1,23,8,85b3,85b3
e67eb5a673,e67eb5a673,Nickel,Nickel,1,25,21,85b3,85b3
e67eb5a673,e67eb5a673,Nickel,Nickel,1,27,23,85b3,85b3
5c840a48ee,5c840a48ee,Nickel,Nickel,1,16,11,85b3,85b3
5c840a48ee,5c840a48ee,Nickel,Nickel,1,23,11,85b3,85b3
d5949c76fe,d5949c76fe,Nickel,Nickel,1,26,11,85b3,85b3
d5949c76fe,d5949c76fe,Nickel,Nickel,1,26,16,85b3,85b3
629a8b2d01,629a8b2d01,Nickel,Nickel,1,22,3,85b3,85b3
629a8b2d01,629a8b2d01,Nickel,Nickel,1,21,5,85b3,85b3
5d578deaca,5d578deaca,Nickel,Nickel,1,23,6,85b3,85b3
5d578deaca,5d578deaca,Nickel,Nickel,1,23,2,85b3,85b3
8a9b6aaf7e,8a9b6aaf7e,Nickel,Nickel,1,20,5,85b3,85b3
8a9b6aaf7e,8a9b6aaf7e,Nickel,Nickel,1,22,4,85b3,85b3
ea52448b24,ea52448b24,Brass,Brass,1,20,8,85b3,85b3
ea52448b24,ea52448b24,Brass,Brass,1,22,11,85b3,85b3
b183ad90fd,b183ad90fd,Brass,Brass,1,18,10,85b3,85b3
